Duration (ms),Status Code,Response Body,Timestamp
70,201,Lift ride recorded for skier 88761,10/03/2024 21:11:30
64,201,Lift ride recorded for skier 45598,10/03/2024 21:11:30
92,201,Lift ride recorded for skier 75215,10/03/2024 21:11:30
92,201,Lift ride recorded for skier 85876,10/03/2024 21:11:30
91,201,Lift ride recorded for skier 62937,10/03/2024 21:11:30
83,201,Lift ride recorded for skier 10835,10/03/2024 21:11:30
81,201,Lift ride recorded for skier 59034,10/03/2024 21:11:31
72,201,Lift ride recorded for skier 8743,10/03/2024 21:11:31
75,201,Lift ride recorded for skier 17573,10/03/2024 21:11:31
73,201,Lift ride recorded for skier 750,10/03/2024 21:11:31
91,201,Lift ride recorded for skier 70413,10/03/2024 21:11:30
75,201,Lift ride recorded for skier 74907,10/03/2024 21:11:31
77,201,Lift ride recorded for skier 41083,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 60926,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 29344,10/03/2024 21:11:31
93,201,Lift ride recorded for skier 58768,10/03/2024 21:11:31
89,201,Lift ride recorded for skier 25031,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 97015,10/03/2024 21:11:31
97,201,Lift ride recorded for skier 90524,10/03/2024 21:11:31
107,201,Lift ride recorded for skier 62167,10/03/2024 21:11:31
103,201,Lift ride recorded for skier 43305,10/03/2024 21:11:31
109,201,Lift ride recorded for skier 90979,10/03/2024 21:11:31
105,201,Lift ride recorded for skier 87374,10/03/2024 21:11:31
92,201,Lift ride recorded for skier 1281,10/03/2024 21:11:31
92,201,Lift ride recorded for skier 94777,10/03/2024 21:11:31
99,201,Lift ride recorded for skier 91677,10/03/2024 21:11:31
96,201,Lift ride recorded for skier 61150,10/03/2024 21:11:31
114,201,Lift ride recorded for skier 12017,10/03/2024 21:11:31
105,201,Lift ride recorded for skier 47203,10/03/2024 21:11:31
99,201,Lift ride recorded for skier 69085,10/03/2024 21:11:31
103,201,Lift ride recorded for skier 85277,10/03/2024 21:11:31
110,201,Lift ride recorded for skier 56881,10/03/2024 21:11:31
104,201,Lift ride recorded for skier 70957,10/03/2024 21:11:31
110,201,Lift ride recorded for skier 63805,10/03/2024 21:11:31
103,201,Lift ride recorded for skier 24625,10/03/2024 21:11:31
96,201,Lift ride recorded for skier 20236,10/03/2024 21:11:31
105,201,Lift ride recorded for skier 28204,10/03/2024 21:11:31
103,201,Lift ride recorded for skier 4091,10/03/2024 21:11:31
103,201,Lift ride recorded for skier 19264,10/03/2024 21:11:31
97,201,Lift ride recorded for skier 66768,10/03/2024 21:11:31
111,201,Lift ride recorded for skier 35468,10/03/2024 21:11:31
106,201,Lift ride recorded for skier 27545,10/03/2024 21:11:31
119,201,Lift ride recorded for skier 18420,10/03/2024 21:11:31
110,201,Lift ride recorded for skier 59643,10/03/2024 21:11:31
122,201,Lift ride recorded for skier 56409,10/03/2024 21:11:31
121,201,Lift ride recorded for skier 80773,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 89873,10/03/2024 21:11:31
75,201,Lift ride recorded for skier 23782,10/03/2024 21:11:31
90,201,Lift ride recorded for skier 39945,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 61002,10/03/2024 21:11:31
130,201,Lift ride recorded for skier 389,10/03/2024 21:11:31
100,201,Lift ride recorded for skier 87182,10/03/2024 21:11:31
96,201,Lift ride recorded for skier 12395,10/03/2024 21:11:31
101,201,Lift ride recorded for skier 57315,10/03/2024 21:11:31
106,201,Lift ride recorded for skier 63687,10/03/2024 21:11:31
116,201,Lift ride recorded for skier 43916,10/03/2024 21:11:31
109,201,Lift ride recorded for skier 2085,10/03/2024 21:11:31
118,201,Lift ride recorded for skier 78903,10/03/2024 21:11:31
107,201,Lift ride recorded for skier 79603,10/03/2024 21:11:31
112,201,Lift ride recorded for skier 39928,10/03/2024 21:11:31
77,201,Lift ride recorded for skier 85206,10/03/2024 21:11:31
106,201,Lift ride recorded for skier 54690,10/03/2024 21:11:31
110,201,Lift ride recorded for skier 15331,10/03/2024 21:11:31
119,201,Lift ride recorded for skier 58070,10/03/2024 21:11:31
101,201,Lift ride recorded for skier 17893,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 50492,10/03/2024 21:11:31
119,201,Lift ride recorded for skier 33818,10/03/2024 21:11:31
118,201,Lift ride recorded for skier 1320,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 58495,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 64480,10/03/2024 21:11:31
92,201,Lift ride recorded for skier 78628,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 98042,10/03/2024 21:11:31
102,201,Lift ride recorded for skier 84077,10/03/2024 21:11:31
96,201,Lift ride recorded for skier 85558,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 75439,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 58131,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 2402,10/03/2024 21:11:31
105,201,Lift ride recorded for skier 36873,10/03/2024 21:11:31
97,201,Lift ride recorded for skier 67675,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 52951,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 41765,10/03/2024 21:11:31
96,201,Lift ride recorded for skier 5973,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 86574,10/03/2024 21:11:31
93,201,Lift ride recorded for skier 70468,10/03/2024 21:11:31
93,201,Lift ride recorded for skier 9791,10/03/2024 21:11:31
93,201,Lift ride recorded for skier 94303,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 37625,10/03/2024 21:11:31
81,201,Lift ride recorded for skier 51262,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 22838,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 41164,10/03/2024 21:11:31
81,201,Lift ride recorded for skier 62763,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 76192,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 30693,10/03/2024 21:11:31
86,201,Lift ride recorded for skier 27546,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 31196,10/03/2024 21:11:31
86,201,Lift ride recorded for skier 18093,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 95280,10/03/2024 21:11:31
86,201,Lift ride recorded for skier 48651,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 47060,10/03/2024 21:11:31
86,201,Lift ride recorded for skier 69599,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 56391,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 7953,10/03/2024 21:11:31
76,201,Lift ride recorded for skier 53106,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 81977,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 13688,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 17690,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 77318,10/03/2024 21:11:31
98,201,Lift ride recorded for skier 87158,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 14856,10/03/2024 21:11:31
99,201,Lift ride recorded for skier 44417,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 53566,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 85607,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 12995,10/03/2024 21:11:31
72,201,Lift ride recorded for skier 71590,10/03/2024 21:11:31
69,201,Lift ride recorded for skier 73084,10/03/2024 21:11:31
70,201,Lift ride recorded for skier 26490,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 96634,10/03/2024 21:11:31
73,201,Lift ride recorded for skier 74545,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 80879,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 38956,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 49389,10/03/2024 21:11:31
81,201,Lift ride recorded for skier 91226,10/03/2024 21:11:31
75,201,Lift ride recorded for skier 14176,10/03/2024 21:11:31
81,201,Lift ride recorded for skier 40933,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 81426,10/03/2024 21:11:31
81,201,Lift ride recorded for skier 32157,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 90956,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 77259,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 93031,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 50018,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 154,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 48069,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 43207,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 42765,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 43344,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 50273,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 65133,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 25030,10/03/2024 21:11:31
96,201,Lift ride recorded for skier 42260,10/03/2024 21:11:31
105,201,Lift ride recorded for skier 95081,10/03/2024 21:11:31
103,201,Lift ride recorded for skier 34894,10/03/2024 21:11:31
105,201,Lift ride recorded for skier 31061,10/03/2024 21:11:31
106,201,Lift ride recorded for skier 18012,10/03/2024 21:11:31
111,201,Lift ride recorded for skier 16634,10/03/2024 21:11:31
111,201,Lift ride recorded for skier 34558,10/03/2024 21:11:31
112,201,Lift ride recorded for skier 43618,10/03/2024 21:11:31
113,201,Lift ride recorded for skier 59119,10/03/2024 21:11:31
95,201,Lift ride recorded for skier 71475,10/03/2024 21:11:31
97,201,Lift ride recorded for skier 12351,10/03/2024 21:11:31
98,201,Lift ride recorded for skier 19870,10/03/2024 21:11:31
97,201,Lift ride recorded for skier 58938,10/03/2024 21:11:31
91,201,Lift ride recorded for skier 41682,10/03/2024 21:11:31
93,201,Lift ride recorded for skier 68734,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 99323,10/03/2024 21:11:31
100,201,Lift ride recorded for skier 20831,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 60449,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 57004,10/03/2024 21:11:31
99,201,Lift ride recorded for skier 94899,10/03/2024 21:11:31
69,201,Lift ride recorded for skier 71700,10/03/2024 21:11:31
98,201,Lift ride recorded for skier 11895,10/03/2024 21:11:31
91,201,Lift ride recorded for skier 68283,10/03/2024 21:11:31
90,201,Lift ride recorded for skier 91152,10/03/2024 21:11:31
106,201,Lift ride recorded for skier 27531,10/03/2024 21:11:31
98,201,Lift ride recorded for skier 61886,10/03/2024 21:11:31
100,201,Lift ride recorded for skier 42102,10/03/2024 21:11:31
109,201,Lift ride recorded for skier 61387,10/03/2024 21:11:31
110,201,Lift ride recorded for skier 55323,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 82053,10/03/2024 21:11:31
77,201,Lift ride recorded for skier 20070,10/03/2024 21:11:31
92,201,Lift ride recorded for skier 72808,10/03/2024 21:11:31
92,201,Lift ride recorded for skier 60120,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 48790,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 38324,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 28770,10/03/2024 21:11:31
72,201,Lift ride recorded for skier 98274,10/03/2024 21:11:31
63,201,Lift ride recorded for skier 24690,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 15825,10/03/2024 21:11:31
72,201,Lift ride recorded for skier 88374,10/03/2024 21:11:31
77,201,Lift ride recorded for skier 85611,10/03/2024 21:11:31
75,201,Lift ride recorded for skier 35353,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 69842,10/03/2024 21:11:31
73,201,Lift ride recorded for skier 81079,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 29383,10/03/2024 21:11:31
76,201,Lift ride recorded for skier 68533,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 43238,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 16793,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 50678,10/03/2024 21:11:31
70,201,Lift ride recorded for skier 47634,10/03/2024 21:11:31
70,201,Lift ride recorded for skier 56253,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 16757,10/03/2024 21:11:31
72,201,Lift ride recorded for skier 75447,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 66409,10/03/2024 21:11:31
66,201,Lift ride recorded for skier 24731,10/03/2024 21:11:31
77,201,Lift ride recorded for skier 43031,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 19739,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 51300,10/03/2024 21:11:31
68,201,Lift ride recorded for skier 65980,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 14035,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 30578,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 75660,10/03/2024 21:11:31
64,201,Lift ride recorded for skier 38041,10/03/2024 21:11:31
63,201,Lift ride recorded for skier 22128,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 83503,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 71820,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 18645,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 6832,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 11264,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 46263,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 35770,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 37096,10/03/2024 21:11:31
77,201,Lift ride recorded for skier 1266,10/03/2024 21:11:31
65,201,Lift ride recorded for skier 4001,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 54659,10/03/2024 21:11:31
77,201,Lift ride recorded for skier 29075,10/03/2024 21:11:31
72,201,Lift ride recorded for skier 28300,10/03/2024 21:11:31
73,201,Lift ride recorded for skier 67165,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 49266,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 42033,10/03/2024 21:11:31
81,201,Lift ride recorded for skier 53627,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 93773,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 55243,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 13171,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 62931,10/03/2024 21:11:31
81,201,Lift ride recorded for skier 32037,10/03/2024 21:11:31
90,201,Lift ride recorded for skier 4077,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 54413,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 90683,10/03/2024 21:11:31
69,201,Lift ride recorded for skier 48015,10/03/2024 21:11:31
75,201,Lift ride recorded for skier 75675,10/03/2024 21:11:31
76,201,Lift ride recorded for skier 58743,10/03/2024 21:11:31
76,201,Lift ride recorded for skier 21235,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 41205,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 14718,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 10560,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 82983,10/03/2024 21:11:31
73,201,Lift ride recorded for skier 94483,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 55600,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 45949,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 5728,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 29646,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 18194,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 78336,10/03/2024 21:11:31
98,201,Lift ride recorded for skier 11332,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 56968,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 80665,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 41114,10/03/2024 21:11:31
81,201,Lift ride recorded for skier 42730,10/03/2024 21:11:31
97,201,Lift ride recorded for skier 80500,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 41486,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 26901,10/03/2024 21:11:31
100,201,Lift ride recorded for skier 98056,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 61719,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 20257,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 94296,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 71334,10/03/2024 21:11:31
99,201,Lift ride recorded for skier 78036,10/03/2024 21:11:31
91,201,Lift ride recorded for skier 55562,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 77632,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 4916,10/03/2024 21:11:31
93,201,Lift ride recorded for skier 48034,10/03/2024 21:11:31
90,201,Lift ride recorded for skier 27903,10/03/2024 21:11:31
98,201,Lift ride recorded for skier 89389,10/03/2024 21:11:31
99,201,Lift ride recorded for skier 42140,10/03/2024 21:11:31
96,201,Lift ride recorded for skier 21447,10/03/2024 21:11:31
104,201,Lift ride recorded for skier 65926,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 52020,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 85170,10/03/2024 21:11:31
89,201,Lift ride recorded for skier 18715,10/03/2024 21:11:31
100,201,Lift ride recorded for skier 34115,10/03/2024 21:11:31
89,201,Lift ride recorded for skier 55083,10/03/2024 21:11:31
89,201,Lift ride recorded for skier 70835,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 32250,10/03/2024 21:11:31
93,201,Lift ride recorded for skier 88507,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 23799,10/03/2024 21:11:31
97,201,Lift ride recorded for skier 1430,10/03/2024 21:11:31
99,201,Lift ride recorded for skier 23974,10/03/2024 21:11:31
103,201,Lift ride recorded for skier 28216,10/03/2024 21:11:31
105,201,Lift ride recorded for skier 16952,10/03/2024 21:11:31
86,201,Lift ride recorded for skier 75959,10/03/2024 21:11:31
95,201,Lift ride recorded for skier 6970,10/03/2024 21:11:31
93,201,Lift ride recorded for skier 29691,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 43633,10/03/2024 21:11:31
100,201,Lift ride recorded for skier 28024,10/03/2024 21:11:31
101,201,Lift ride recorded for skier 72051,10/03/2024 21:11:31
101,201,Lift ride recorded for skier 98851,10/03/2024 21:11:31
102,201,Lift ride recorded for skier 12693,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 44259,10/03/2024 21:11:31
101,201,Lift ride recorded for skier 60731,10/03/2024 21:11:31
86,201,Lift ride recorded for skier 88807,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 71107,10/03/2024 21:11:31
77,201,Lift ride recorded for skier 33902,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 57732,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 45902,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 68232,10/03/2024 21:11:31
76,201,Lift ride recorded for skier 58055,10/03/2024 21:11:31
89,201,Lift ride recorded for skier 72044,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 64191,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 54016,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 45722,10/03/2024 21:11:31
75,201,Lift ride recorded for skier 81558,10/03/2024 21:11:31
60,201,Lift ride recorded for skier 77041,10/03/2024 21:11:31
60,201,Lift ride recorded for skier 71039,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 53744,10/03/2024 21:11:31
68,201,Lift ride recorded for skier 71847,10/03/2024 21:11:31
72,201,Lift ride recorded for skier 37147,10/03/2024 21:11:31
62,201,Lift ride recorded for skier 81423,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 30704,10/03/2024 21:11:31
62,201,Lift ride recorded for skier 99084,10/03/2024 21:11:31
62,201,Lift ride recorded for skier 21398,10/03/2024 21:11:31
62,201,Lift ride recorded for skier 56408,10/03/2024 21:11:31
61,201,Lift ride recorded for skier 89623,10/03/2024 21:11:31
70,201,Lift ride recorded for skier 32637,10/03/2024 21:11:31
65,201,Lift ride recorded for skier 72046,10/03/2024 21:11:31
65,201,Lift ride recorded for skier 10023,10/03/2024 21:11:31
75,201,Lift ride recorded for skier 7494,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 27742,10/03/2024 21:11:31
75,201,Lift ride recorded for skier 75254,10/03/2024 21:11:31
70,201,Lift ride recorded for skier 16321,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 17936,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 24038,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 53896,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 3116,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 68553,10/03/2024 21:11:31
80,201,Lift ride recorded for skier 59757,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 29011,10/03/2024 21:11:31
89,201,Lift ride recorded for skier 99977,10/03/2024 21:11:31
90,201,Lift ride recorded for skier 41626,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 94865,10/03/2024 21:11:31
89,201,Lift ride recorded for skier 3656,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 24499,10/03/2024 21:11:31
95,201,Lift ride recorded for skier 1084,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 9563,10/03/2024 21:11:31
91,201,Lift ride recorded for skier 19539,10/03/2024 21:11:31
99,201,Lift ride recorded for skier 48679,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 77868,10/03/2024 21:11:31
87,201,Lift ride recorded for skier 19073,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 10660,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 37845,10/03/2024 21:11:31
92,201,Lift ride recorded for skier 27813,10/03/2024 21:11:31
95,201,Lift ride recorded for skier 61641,10/03/2024 21:11:31
99,201,Lift ride recorded for skier 95957,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 12849,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 99711,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 27831,10/03/2024 21:11:31
92,201,Lift ride recorded for skier 19536,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 21945,10/03/2024 21:11:31
104,201,Lift ride recorded for skier 48865,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 93902,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 20341,10/03/2024 21:11:31
92,201,Lift ride recorded for skier 23072,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 69110,10/03/2024 21:11:31
89,201,Lift ride recorded for skier 34362,10/03/2024 21:11:31
79,201,Lift ride recorded for skier 63798,10/03/2024 21:11:31
86,201,Lift ride recorded for skier 59411,10/03/2024 21:11:31
86,201,Lift ride recorded for skier 73985,10/03/2024 21:11:31
91,201,Lift ride recorded for skier 82847,10/03/2024 21:11:31
78,201,Lift ride recorded for skier 69250,10/03/2024 21:11:31
74,201,Lift ride recorded for skier 96493,10/03/2024 21:11:31
82,201,Lift ride recorded for skier 20865,10/03/2024 21:11:31
84,201,Lift ride recorded for skier 93870,10/03/2024 21:11:31
95,201,Lift ride recorded for skier 84693,10/03/2024 21:11:31
77,201,Lift ride recorded for skier 76908,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 1242,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 39837,10/03/2024 21:11:31
91,201,Lift ride recorded for skier 72763,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 43680,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 76217,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 10599,10/03/2024 21:11:31
88,201,Lift ride recorded for skier 40640,10/03/2024 21:11:31
93,201,Lift ride recorded for skier 79881,10/03/2024 21:11:31
83,201,Lift ride recorded for skier 32257,10/03/2024 21:11:31
71,201,Lift ride recorded for skier 95452,10/03/2024 21:11:32
88,201,Lift ride recorded for skier 2241,10/03/2024 21:11:31
94,201,Lift ride recorded for skier 65482,10/03/2024 21:11:31
89,201,Lift ride recorded for skier 14134,10/03/2024 21:11:31
98,201,Lift ride recorded for skier 32285,10/03/2024 21:11:31
85,201,Lift ride recorded for skier 42205,10/03/2024 21:11:32
85,201,Lift ride recorded for skier 63341,10/03/2024 21:11:32
84,201,Lift ride recorded for skier 33574,10/03/2024 21:11:32
84,201,Lift ride recorded for skier 5004,10/03/2024 21:11:32
87,201,Lift ride recorded for skier 39674,10/03/2024 21:11:32
89,201,Lift ride recorded for skier 56779,10/03/2024 21:11:32
105,201,Lift ride recorded for skier 67753,10/03/2024 21:11:32
86,201,Lift ride recorded for skier 89001,10/03/2024 21:11:32
104,201,Lift ride recorded for skier 44498,10/03/2024 21:11:32
98,201,Lift ride recorded for skier 71330,10/03/2024 21:11:32
98,201,Lift ride recorded for skier 23825,10/03/2024 21:11:32
94,201,Lift ride recorded for skier 5275,10/03/2024 21:11:32
95,201,Lift ride recorded for skier 23465,10/03/2024 21:11:32
111,201,Lift ride recorded for skier 68595,10/03/2024 21:11:32
119,201,Lift ride recorded for skier 31963,10/03/2024 21:11:32
101,201,Lift ride recorded for skier 12208,10/03/2024 21:11:32
94,201,Lift ride recorded for skier 21323,10/03/2024 21:11:32
95,201,Lift ride recorded for skier 81294,10/03/2024 21:11:32
98,201,Lift ride recorded for skier 99295,10/03/2024 21:11:32
81,201,Lift ride recorded for skier 79627,10/03/2024 21:11:32
81,201,Lift ride recorded for skier 61978,10/03/2024 21:11:32
104,201,Lift ride recorded for skier 62393,10/03/2024 21:11:32
83,201,Lift ride recorded for skier 34848,10/03/2024 21:11:32
83,201,Lift ride recorded for skier 67543,10/03/2024 21:11:32
93,201,Lift ride recorded for skier 44231,10/03/2024 21:11:32
75,201,Lift ride recorded for skier 58520,10/03/2024 21:11:32
90,201,Lift ride recorded for skier 56592,10/03/2024 21:11:32
91,201,Lift ride recorded for skier 63505,10/03/2024 21:11:32
82,201,Lift ride recorded for skier 19345,10/03/2024 21:11:32
72,201,Lift ride recorded for skier 17501,10/03/2024 21:11:32
79,201,Lift ride recorded for skier 8579,10/03/2024 21:11:32
89,201,Lift ride recorded for skier 93916,10/03/2024 21:11:32
90,201,Lift ride recorded for skier 15206,10/03/2024 21:11:32
107,201,Lift ride recorded for skier 90806,10/03/2024 21:11:32
98,201,Lift ride recorded for skier 6707,10/03/2024 21:11:32
99,201,Lift ride recorded for skier 43701,10/03/2024 21:11:32
81,201,Lift ride recorded for skier 13141,10/03/2024 21:11:32
98,201,Lift ride recorded for skier 20409,10/03/2024 21:11:32
79,201,Lift ride recorded for skier 42547,10/03/2024 21:11:32
86,201,Lift ride recorded for skier 70488,10/03/2024 21:11:32
79,201,Lift ride recorded for skier 98428,10/03/2024 21:11:32
88,201,Lift ride recorded for skier 35200,10/03/2024 21:11:32
74,201,Lift ride recorded for skier 51524,10/03/2024 21:11:32
80,201,Lift ride recorded for skier 46731,10/03/2024 21:11:32
74,201,Lift ride recorded for skier 57522,10/03/2024 21:11:32
74,201,Lift ride recorded for skier 395,10/03/2024 21:11:32
72,201,Lift ride recorded for skier 62147,10/03/2024 21:11:32
73,201,Lift ride recorded for skier 35522,10/03/2024 21:11:32
74,201,Lift ride recorded for skier 90398,10/03/2024 21:11:32
81,201,Lift ride recorded for skier 40083,10/03/2024 21:11:32
73,201,Lift ride recorded for skier 24476,10/03/2024 21:11:32
75,201,Lift ride recorded for skier 78648,10/03/2024 21:11:32
137,201,Lift ride recorded for skier 61636,10/03/2024 21:11:32
123,201,Lift ride recorded for skier 94130,10/03/2024 21:11:32
113,201,Lift ride recorded for skier 1139,10/03/2024 21:11:32
108,201,Lift ride recorded for skier 35276,10/03/2024 21:11:32
130,201,Lift ride recorded for skier 82941,10/03/2024 21:11:32
113,201,Lift ride recorded for skier 86354,10/03/2024 21:11:32
124,201,Lift ride recorded for skier 14756,10/03/2024 21:11:32
109,201,Lift ride recorded for skier 44214,10/03/2024 21:11:32
